film_idx,title,year,9_how_realistic_did_you_find_the_dialogue_in_the_movie,1_how_many_protagonists_were_there_a_protagonist_is_the_person_or_enti,3_approximately_how_many_named_side_characters_are_in_this_movie_feel,5_if_you_checked_any_of_the_above_how_relevant_are_these_aspect_s_of_t,8a_how_likable_was_this_protagonist_by_likable_we_mean_easy_to_relate,8b_how_competent_was_this_protagonist_by_competent_we_mean_effective_a,11_how_real_did_this_protagonist_feel_to_you,12_how_emotionally_invested_were_you_in_this_protagonist,13_how_relatable_did_you_find_this_protagonist,5_in_your_opinion_how_would_you_rate_the_quality_of_the_character_writ,3_how_realistic_was_the_world_of_the_movie_by_realistic_we_mean_plausi,5_how_fantastical_was_the_world_of_the_movies_by_fantastical_we_mean_a,6_how_science_fictional_was_the_world_of_the_movie_by_science_fictiona,7_overall_how_relevant_was_world_building_to_the_movie_world_building,8_how_many_major_settings_does_the_movie_contain_here_we_re_asking_you,4_how_immersive_did_you_find_this_setting_by_immersive_we_mean_fully_r,5_in_your_opinion_how_would_you_rate_the_quality_of_the_setting_and_wo,7_on_the_whole_how_would_you_describe_the_pace_of_the_movie_pace_is_th,12a_on_a_scale_of_1_entirely_unresolved_to_7_entirely_resolved,12b_on_a_scale_of_1_very_unsurprising_predictable_to_7_very_surprising,12c_on_a_scale_of_1_very_confusing_to_7_very_easy_to_understand,19_how_convincing_did_you_find_the_plot_by_convincing_we_mean_believab,3_how_evocative_did_you_find_the_visual_style_by_evocative_we_mean_aff,4_how_interesting_did_you_find_the_visual_style_by_interesting_we_mean,7_now_let_s_talk_pun_intended_about_dialogue_in_your_opinion_how_was_t,8_how_engaging_did_you_find_the_dialogue_in_the_movie,5_to_what_extent_did_you_feel_moved_by_this_movie_on_an_emotional_basi,13_how_much_did_you_like_the_score,8c_how_proactive_was_this_protagonist_by_proactive_we_mean_motivated_a,plot_driven,character_driven,character_development,opening_hook,time_linearity,plot_linearity,ending_reversal
64461,Those Dirty Dogs,1973.0,4.0,5.0,5.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,2.0,5.0,3.0,5,2,2.0,4,1,1.0,2
64462,Terror Express,1979.0,3.0,2.0,15.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0,2.0,3.0,4.0,4,3,5.0,4,1,1.5,3
64463,Il... Belpaese,1977.0,5.0,1.0,10.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4,3,5.0,3,1,1.5,2
64464,Radio Lover,1937.0,5.0,2.0,5.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,4.0,5.0,4.0,6.0,3.0,6.0,5.0,6.0,6.0,4.0,6.0,3.0,6.0,4.0,4,2,3.0,2,1,1.0,1
64465,Last Feelings,1978.0,5.0,1.0,10.0,5.0,5.0,4.0,6.0,6.0,6.0,5.0,4.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,4.0,6.0,5.0,4,5,6.0,4,1,1.5,3
64466,Come tu mi vuoi (film),2007.0,5.0,2.0,5.0,5.0,4.0,3.0,6.0,6.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,7.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,4,5,5.0,2,1,1.5,3
64467,The Ballad of Titus,1997.0,4.0,1.0,10.0,5.0,4.0,4.0,5.0,6.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0,5.0,5.0,3.0,6.0,5.0,5.0,4.0,6.0,6.0,3.0,5.0,4.0,5.0,4.0,3,4,6.0,4,2,2.0,3
64468,The Man Who Talked Too Much,1940.0,3.0,3.0,5.0,3.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4,4,5.0,3,1,1.5,3
64469,Murder by Rope,1936.0,3.0,1.0,10.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4,1,1.0,3,1,1.0,1
64470,They Met in a Taxi,1936.0,5.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,6.0,3.0,6.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,4,3,4.0,3,1,1.0,3
64472,Tragic Theater,2015.0,4.0,2.0,5.0,3.0,3.0,2.0,5.0,5.0,4.0,5.0,3.0,3.0,1.0,2.0,2.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,6.0,5.0,3.0,4.0,3.0,5.0,3.0,4,3,5.0,5,2,2.0,3
64473,Death Flies East,1935.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,5,4,4.0,5,1,1.5,2
64474,The Bureaucrats (1936 film),1936.0,5.0,1.0,10.0,1.0,2.0,2.0,4.0,2.0,5.0,5.0,5.0,1.0,1.0,2.0,1.0,3.0,5.0,2.0,3.0,2.0,6.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,1.0,2,2,1.0,1,1,1.0,1
64475,Hoboken Hollow,2006.0,2.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4,2,2.0,3,1,1.5,2
64476,Jenny (1936 film),1936.0,5.0,2.0,5.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,2.0,5,5,5.0,4,1,1.5,3
64477,It Happened in Flatbush,1942.0,5.0,2.0,10.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,6.0,3.0,6.0,5.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,4,4,5.0,2,1,1.5,2
64478,Janie Gets Married,1946.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,3.0,5.0,3.0,5.0,3.0,4,4,3.0,2,1,1.5,2
64479,Caesar and Otto's Paranormal Halloween,2015.0,4.0,2.0,10.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,2.0,5.0,1.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,5.0,2.0,4.0,5.0,3.0,5.0,2.0,5.0,3.0,4,2,2.0,2,1,1.0,1
64480,Lasca of the Rio Grande,1931.0,4.0,3.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,1.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,2.0,4,4,3.0,4,1,1.0,3
64482,Jian Bing Man,2015.0,5.0,1.0,10.0,3.0,4.0,4.0,6.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,3.0,5.0,5.0,4.0,5.0,5.0,6.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5,4,5.0,3,1,1.5,2
64483,Monkey King: Hero Is Back,2015.0,4.0,2.0,10.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,1.0,6.0,1.0,5.0,5.0,5.0,6.0,4.0,7.0,4.0,5.0,4.0,6.0,6.0,4.0,5.0,4.0,6.0,5.0,5,5,6.0,4,1,1.5,3
64484,The Phoenix Project (film),2015.0,5.0,4.0,5.0,3.0,3.0,2.0,5.0,4.0,5.0,4.0,2.0,2.0,4.0,2.0,1.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4,4,5.0,2,1,1.5,3
64485,The Crime of Dr. Forbes,1936.0,5.0,3.0,5.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,7.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,5,5,5.0,4,1,2.5,3
64486,The Tiger Hunter,2016.0,5.0,3.0,10.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,5.0,3.0,6.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,4,4,5.0,1,1,1.0,2
64487,The Show Must Go On (2010 film),2010.0,3.0,2.0,10.0,3.0,3.0,3.0,5.0,5.0,4.0,6.0,3.0,1.0,2.0,3.0,2.0,5.0,6.0,3.0,3.0,5.0,5.0,3.0,6.0,5.0,3.0,5.0,4.0,5.0,3.0,5,3,3.0,4,1,1.5,2
64488,The Fairy Who Didn't Want to Be a Fairy Anymore,1992.0,5.0,1.0,3.0,5.0,5.0,2.0,6.0,6.0,6.0,5.0,3.0,5.0,2.0,1.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,6.0,5.0,4.0,5.0,4.0,5.0,3.0,3,5,6.0,4,1,1.5,3
64489,Out to Kill,2014.0,5.0,1.0,10.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,5,3,4.0,5,1,1.0,2
64490,Fantozzi – Il ritorno,1996.0,4.0,1.0,20.0,3.0,4.0,2.0,5.0,5.0,5.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,2.0,4,4,4.0,2,1,1.0,2
64491,Piya Rakhiah Senurwa Ke Laaj,1987.0,5.0,2.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,5.0,5.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,4,5,6.0,3,1,1.5,2
64492,Larceny with Music,1943.0,4.0,3.0,10.0,2.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,2.0,4,2,3.0,3,1,1.5,2
64493,Fort Tilden (film),2014.0,5.0,2.0,10.0,2.0,2.0,2.0,5.0,3.0,5.0,5.0,6.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,6.0,6.0,4.0,5.0,3.0,5.0,2.0,4,4,3.0,3,1,1.5,1
64494,Kitty and the Great Big World,1956.0,5.0,3.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,2.0,4.0,5.0,5.0,3.0,7.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5,4,5.0,3,1,1.5,3
64495,RSVP (1991 film),1991.0,3.0,2.0,5.0,5.0,5.0,4.0,6.0,7.0,6.0,5.0,6.0,1.0,1.0,1.0,2.0,3.0,5.0,3.0,6.0,3.0,6.0,6.0,6.0,6.0,2.0,2.0,5.0,7.0,3.0,2,5,5.0,4,2,2.0,1
64496,Anuschka (film),1942.0,5.0,1.0,10.0,5.0,4.0,2.0,6.0,6.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4,4,5.0,4,1,1.5,3
64497,Homicide (1949 film),1949.0,5.0,2.0,10.0,1.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,4,4,3.0,4,1,1.0,2
64498,Carry On Maratha,2015.0,4.0,2.0,10.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,4,3,3.0,2,1,1.0,1
64499,Blind Youth,1920.0,5.0,1.0,5.0,3.0,4.0,4.0,6.0,6.0,5.0,5.0,4.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,7.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5,4,5.0,3,1,1.5,3
64500,Life's Twist,1920.0,5.0,2.0,3.0,4.0,4.0,3.0,6.0,6.0,5.0,5.0,4.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,6.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,4,5,5.0,3,1,1.5,2
64501,Anukoolakkobba Ganda,1990.0,4.0,2.0,10.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,7.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5,5,5.0,2,2,1.5,3
64502,Nishad (film),2002.0,5.0,1.0,3.0,5.0,4.0,3.0,6.0,6.0,5.0,5.0,5.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,6.0,5.0,3.0,5.0,4.0,5.0,2.0,4,4,5.0,5,1,1.5,3
64503,My Lips Betray,1933.0,4.0,2.0,15.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,3.0,2.0,4.0,5.0,3.0,5.0,3.0,6.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,4,3,4.0,2,1,1.0,2
64504,Superargo and the Faceless Giants,1968.0,2.0,1.0,10.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,4,2,1.0,2,1,1.0,1
64505,Border Street,1948.0,5.0,5.0,10.0,5.0,5.0,4.0,6.0,6.0,5.0,6.0,6.0,1.0,1.0,2.0,3.0,5.0,6.0,3.0,4.0,5.0,3.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,5,5,6.0,4,4,2.0,3
64506,Achcham Yenbadhu Madamaiyada,2016.0,5.0,1.0,10.0,5.0,4.0,5.0,6.0,6.0,5.0,5.0,3.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,7.0,5.0,5.0,4.0,6.0,5.0,4.0,5.0,4.0,6.0,5.0,5,5,7.0,4,4,2.5,3
64507,Big Is Beautiful,2012.0,5.0,3.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,5.0,3.0,6.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,3,4,5.0,2,1,1.5,2
64508,The Throwaways (film),2015.0,5.0,4.0,10.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,1.0,3.0,2.0,3.0,5.0,4.0,3.0,6.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,5,4,5.0,4,1,1.5,3
64509,Arizona Terror,1931.0,4.0,3.0,5.0,1.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,4,2,3.0,4,1,1.5,2
64510,Murder by an Aristocrat,1936.0,5.0,2.0,5.0,1.0,3.0,3.0,5.0,5.0,3.0,4.0,5.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,2.0,4,3,3.0,4,1,1.5,2
64511,The Innocents (2016 film),2016.0,6.0,2.0,10.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,2.0,2.0,6.0,6.0,3.0,6.0,5.0,4.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,4.0,5,5,6.0,5,1,2.0,2
64512,Blue Mountains (1983 film),1983.0,6.0,1.0,10.0,5.0,4.0,1.0,5.0,5.0,5.0,6.0,5.0,1.0,1.0,2.0,2.0,4.0,6.0,2.0,3.0,5.0,5.0,5.0,5.0,6.0,3.0,5.0,4.0,5.0,2.0,4,2,2.0,2,1,1.0,2
64513,Before Morning,1933.0,4.0,2.0,5.0,3.0,2.0,2.0,5.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,2.0,5,3,3.0,5,1,1.5,3
64514,The Mysterious Doctor,1943.0,3.0,2.0,5.0,1.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,1.0,2.0,2.0,5.0,5.0,2.0,7.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,4,2,2.0,4,1,1.0,3
64515,31st October (film),2015.0,6.0,3.0,10.0,5.0,5.0,4.0,6.0,6.0,5.0,6.0,6.0,1.0,1.0,2.0,3.0,5.0,6.0,3.0,5.0,5.0,5.0,6.0,6.0,5.0,3.0,5.0,4.0,5.0,4.0,5,5,6.0,5,1,1.5,2
64516,Waapasi,2013.0,5.0,1.0,10.0,5.0,4.0,2.0,6.0,6.0,6.0,5.0,5.0,1.0,1.0,2.0,2.0,4.0,5.0,3.0,5.0,4.0,6.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4,5,6.0,2,1,1.5,2
64517,Black Field (2009 Greek film),2009.0,5.0,3.0,5.0,5.0,4.0,3.0,6.0,6.0,5.0,6.0,5.0,1.0,1.0,3.0,3.0,5.0,6.0,3.0,3.0,6.0,4.0,5.0,6.0,5.0,3.0,5.0,4.0,5.0,4.0,5,5,5.0,4,1,2.0,3
64518,Trailin' West,1936.0,4.0,2.0,10.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,7.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5,3,5.0,4,1,1.5,3
64519,A Certain Kind of Death,2003.0,5.0,1.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,7.0,1.0,1.0,1.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,6.0,6.0,5.0,3.0,3.0,4.0,2.0,1.0,5,2,1.0,2,1,1.5,1
64520,Ahalya (2015 film),2015.0,5.0,2.0,3.0,3.0,2.0,1.0,5.0,5.0,3.0,6.0,3.0,5.0,2.0,3.0,2.0,5.0,6.0,4.0,1.0,6.0,3.0,3.0,6.0,6.0,4.0,6.0,4.0,6.0,2.0,5,5,7.0,5,4,3.5,3
64521,Danger in the Pacific,1942.0,3.0,3.0,5.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,2.0,2.0,4.0,5.0,3.0,6.0,3.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,5.0,4.0,5,3,3.0,4,1,1.5,2
64522,Scandal for Sale,1932.0,5.0,3.0,3.0,2.0,2.0,2.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,4,4,5.0,4,1,1.5,2
64523,Hashtag Horror,2015.0,2.0,3.0,10.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,4,3,3.0,5,4,3.5,3
64524,One &amp; Two,2015.0,3.0,2.0,10.0,5.0,4.0,3.0,5.0,6.0,4.0,5.0,2.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,4,5,6.0,4,2,3.0,3
64525,Always Together,1947.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4,2,2.0,2,1,1.5,2
64526,Plague (2014 film),2014.0,4.0,3.0,10.0,5.0,2.0,2.0,5.0,5.0,4.0,5.0,3.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0,3.0,5,4,5.0,5,1,2.0,3
64527,Monsoon Mangoes,2016.0,5.0,1.0,10.0,3.0,4.0,3.0,5.0,5.0,6.0,5.0,5.0,1.0,1.0,2.0,2.0,4.0,5.0,3.0,6.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,3,4,5.0,2,1,1.5,2
64528,Jayaprada (film),1939.0,4.0,2.0,10.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,2.0,3.0,5.0,5.0,3.0,7.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,4,3,5.0,3,1,1.5,3
64529,Nartaki (1940 film),1940.0,4.0,2.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,1.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4,4,5.0,3,1,1.5,2
64530,Light Cavalry (1935 German film),1935.0,5.0,3.0,10.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,7.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,5,4,4.0,2,1,1.5,2
64531,Dhol Taashe,2015.0,5.0,1.0,10.0,3.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,1.0,1.0,2.0,3.0,5.0,6.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,4,4,5.0,2,1,1.5,2
64532,Momentum (2015 film),2015.0,3.0,1.0,10.0,5.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,5.0,2.0,2.0,2.0,3.0,5.0,5,3,5.0,5,1,2.0,3
64533,Gangor,2010.0,5.0,2.0,5.0,5.0,4.0,2.0,7.0,6.0,6.0,5.0,5.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,3.0,5.0,2.0,5.0,7.0,6.0,3.0,5.0,5.0,5.0,4.0,5,5,6.0,5,2,2.0,3
64534,When Love Was Blind (1911 film),1911.0,4.0,2.0,3.0,5.0,5.0,2.0,5.0,6.0,5.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,6.0,5.0,3.0,5.0,4.0,5.0,4.0,4,5,5.0,5,1,1.5,3
64535,You Can't Escape Forever,1942.0,5.0,3.0,10.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,7.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,5,4,5.0,3,1,1.5,2
64536,Oass,2012.0,3.0,1.0,2.0,5.0,5.0,1.0,6.0,7.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,5.0,6.0,2.0,2.0,2.0,5.0,2.0,1.0,5,2,7.0,5,1,1.0,3
64537,Only in the Way,1911.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,4,4,3.0,2,1,2.0,2
64538,Martyrs (2015 film),2015.0,3.0,2.0,10.0,5.0,2.0,4.0,5.0,5.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,5.0,3.0,3.0,2.0,5.0,4.0,5,4,5.0,5,1,2.0,3
64539,The Westerner and the Earl,1911.0,4.0,3.0,5.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,3.0,7.0,5.0,6.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,5,4,3.0,2,1,1.0,2
64540,Escape (2012 Norwegian film),2012.0,5.0,2.0,10.0,5.0,5.0,4.0,6.0,7.0,6.0,6.0,5.0,1.0,1.0,3.0,3.0,5.0,6.0,4.0,7.0,5.0,5.0,5.0,6.0,6.0,3.0,5.0,4.0,5.0,5.0,5,4,6.0,5,1,2.0,3
64541,License to Live,1998.0,5.0,1.0,10.0,5.0,4.0,3.0,6.0,6.0,5.0,5.0,5.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,4.0,5.0,4.0,4,5,6.0,4,1,2.0,3
64542,Dark Summer (film),2015.0,4.0,3.0,5.0,5.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,5,2,2.0,5,4,3.5,3
64543,Hanji (film),2011.0,5.0,2.0,5.0,3.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,2.0,5.0,5.0,3.0,6.0,3.0,6.0,5.0,6.0,6.0,3.0,5.0,4.0,5.0,5.0,4,5,6.0,2,1,1.5,2
64544,Baadshaho,2017.0,4.0,4.0,15.0,5.0,3.0,3.0,5.0,4.0,3.0,5.0,3.0,1.0,1.0,2.0,3.0,5.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,5,4,4.0,4,1,1.5,3
64545,Checkmate (1911 film),1911.0,3.0,2.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,7.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0,5.0,5,4,3.0,4,1,1.5,3
64546,Jean and the Calico Doll,1910.0,5.0,3.0,5.0,1.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,7.0,3.0,6.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,4,3,4.0,4,1,1.5,3
64547,A Tin-Type Romance,1910.0,5.0,2.0,3.0,2.0,4.0,3.0,5.0,6.0,5.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,7.0,3.0,6.0,4.0,6.0,5.0,3.0,5.0,4.0,5.0,2.0,4,4,4.0,4,1,1.0,3
