tv_idx,title,year,9_how_realistic_did_you_find_the_dialogue_in_the_movie,1_how_many_protagonists_were_there_a_protagonist_is_the_person_or_enti,3_approximately_how_many_named_side_characters_are_in_this_movie_feel,5_if_you_checked_any_of_the_above_how_relevant_are_these_aspect_s_of_t,8a_how_likable_was_this_protagonist_by_likable_we_mean_easy_to_relate,8b_how_competent_was_this_protagonist_by_competent_we_mean_effective_a,11_how_real_did_this_protagonist_feel_to_you,12_how_emotionally_invested_were_you_in_this_protagonist,13_how_relatable_did_you_find_this_protagonist,5_in_your_opinion_how_would_you_rate_the_quality_of_the_character_writ,3_how_realistic_was_the_world_of_the_movie_by_realistic_we_mean_plausi,5_how_fantastical_was_the_world_of_the_movies_by_fantastical_we_mean_a,6_how_science_fictional_was_the_world_of_the_movie_by_science_fictiona,7_overall_how_relevant_was_world_building_to_the_movie_world_building,8_how_many_major_settings_does_the_movie_contain_here_we_re_asking_you,4_how_immersive_did_you_find_this_setting_by_immersive_we_mean_fully_r,5_in_your_opinion_how_would_you_rate_the_quality_of_the_setting_and_wo,7_on_the_whole_how_would_you_describe_the_pace_of_the_movie_pace_is_th,12a_on_a_scale_of_1_entirely_unresolved_to_7_entirely_resolved,12b_on_a_scale_of_1_very_unsurprising_predictable_to_7_very_surprising,12c_on_a_scale_of_1_very_confusing_to_7_very_easy_to_understand,19_how_convincing_did_you_find_the_plot_by_convincing_we_mean_believab,3_how_evocative_did_you_find_the_visual_style_by_evocative_we_mean_aff,4_how_interesting_did_you_find_the_visual_style_by_interesting_we_mean,7_now_let_s_talk_pun_intended_about_dialogue_in_your_opinion_how_was_t,8_how_engaging_did_you_find_the_dialogue_in_the_movie,5_to_what_extent_did_you_feel_moved_by_this_movie_on_an_emotional_basi,13_how_much_did_you_like_the_score,8c_how_proactive_was_this_protagonist_by_proactive_we_mean_motivated_a,plot_driven,character_driven,character_development,opening_hook,time_linearity,plot_linearity,ending_reversal
28969,Star Wars: The Bad Batch,2021.0,5,5,30,3,4,4,5,6,5,6,1,7,7,5,4,6.0,7,4,4,5,5,5,6,6,4,6,4,6,4,5,4,5,4,2,2.0,2
28970,Closest to the Heart,2021.0,5,2,20,3,4,3,5,5,5,5,5,1,1,2,3,4.0,5,3,5,4,5,5,5,5,4,5,3,5,4,3,4,5,1,1,1.5,2
28971,Mighty Express,2020.0,5,4,20,1,3,3,3,3,2,5,2,7,5,5,3,6.0,6,3,5,2,6,2,5,5,3,5,1,5,4,3,1,1,1,1,1.0,1
28972,To Kokkino Potami,2019.0,6,2,20,5,4,3,6,6,5,6,6,1,1,5,3,6.0,6,3,3,5,5,6,6,6,4,6,4,5,2,4,4,5,4,1,1.5,3
28974,Mounaragam (Malayalam TV series),2019.0,5,1,20,5,5,4,6,7,6,6,5,1,1,3,4,5.0,5,3,6,4,5,5,6,5,4,5,4,5,4,5,5,6,4,1,1.5,3
28975,When I Was the Most Beautiful,2020.0,5,3,20,3,4,3,5,5,5,5,4,1,1,2,3,5.0,5,3,4,4,5,5,6,5,4,5,4,5,3,3,5,5,3,1,1.5,3
28976,I Will Find You a Better Home,2020.0,5,3,20,3,4,4,6,5,5,5,5,1,1,2,3,4.0,5,3,7,3,5,5,5,5,4,5,4,5,4,4,5,5,4,1,1.5,2
28977,Sathya Enna Penkutty,2021.0,5,3,10,5,4,4,5,6,5,5,3,1,1,2,5,5.0,5,4,3,5,3,3,5,5,3,5,4,5,4,5,5,6,5,1,2.0,3
28978,Chembarathi (TV series),2018.0,5,3,30,5,4,3,5,6,5,5,3,1,1,5,5,5.0,5,3,5,5,3,3,5,5,3,5,4,5,4,5,5,6,5,1,2.0,3
28979,Kabani (TV series),2019.0,5,3,20,4,4,4,5,6,5,5,5,1,1,2,3,4.0,4,3,6,4,5,5,5,4,3,5,4,5,4,4,4,5,2,1,1.5,2
28980,Mafia (TV series),2020.0,5,3,20,3,3,3,5,5,5,5,5,1,1,4,2,5.0,6,4,4,6,5,5,6,6,4,6,4,5,3,4,4,5,4,4,3.5,3
28981,Debris (TV series),2021.0,5,2,20,3,3,4,5,5,3,5,3,5,6,5,3,5.0,5,3,2,5,4,4,5,5,3,5,3,5,4,5,2,3,5,1,1.5,1
28983,Revelation (TV series),2020.0,6,2,10,5,2,3,6,6,1,6,6,1,1,2,3,4.0,5,3,5,3,5,6,6,5,4,6,5,5,4,5,3,5,5,2,1.5,1
28984,Amrutham (TV series),2022.0,5,2,6,1,4,3,6,5,6,5,5,1,1,3,3,5.0,5,4,5,3,6,5,5,5,4,6,3,5,4,3,3,2,1,1,1.0,1
28985,My Left Nut,2022.0,5,1,10,4,4,3,6,6,6,5,6,1,1,2,3,4.0,5,3,5,5,6,6,5,5,4,5,4,5,4,4,4,5,4,1,1.0,2
28986,El Candidato (TV series),2020.0,5,3,20,4,4,4,6,6,5,5,5,2,1,4,3,5.0,5,4,5,5,5,5,6,5,4,6,4,5,4,5,4,5,4,1,1.5,2
28988,Sabrosito,2020.0,5,3,5,3,2,2,5,3,3,5,4,1,1,4,2,5.0,6,3,1,5,3,5,5,5,4,5,2,5,2,4,2,2,4,4,2.0,1
28990,Don't Tell Father,2022.0,5,1,20,3,2,2,5,5,4,5,5,1,1,2,3,4.0,5,3,4,4,5,5,5,4,3,5,3,5,2,3,4,4,2,1,1.0,2
28991,A Quest to Heal,2023.0,3,3,5,3,4,4,5,6,3,5,2,5,5,5,3,5.0,6,4,4,5,5,3,6,6,4,5,3,5,5,5,2,5,5,4,3.5,2
28993,Brand New Day (Agents of S.H.I.E.L.D.),2023.0,5,5,20,3,3,4,5,5,5,5,2,6,7,5,4,6.0,6,4,3,5,3,4,5,5,4,5,4,5,4,5,4,5,5,4,2.0,2
28994,The Republic of Sarah,2021.0,5,1,20,4,5,4,5,6,5,5,3,3,3,5,2,5.0,5,3,5,5,5,4,5,5,4,5,4,5,5,5,4,6,4,1,1.5,3
28996,Paan dan Paiz,2012.0,5,2,5,3,2,2,5,4,3,5,5,1,1,3,3,4.0,5,3,5,5,5,5,5,5,3,5,3,5,1,4,4,4,3,1,1.5,3
28998,Yadanar Htae Ka Yadanar,2017.0,3,2,20,3,4,3,5,6,4,5,2,7,5,5,3,5.0,6,3,3,5,3,4,6,5,4,5,4,6,4,4,4,5,5,4,2.5,3
28999,Archer season 11,2025.0,5,6,7,3,3,2,5,5,5,6,3,2,2,4,2,5.0,5,4,5,3,5,4,5,5,4,6,3,6,3,4,4,3,3,1,1.5,1
29001,WtFOCK,2020.0,6,5,10,5,5,3,6,5,6,7,6,1,1,3,5,5.0,5,3,4,5,4,6,6,5,4,6,4,5,4,4,5,6,4,1,1.5,2
29002,The Sound of Happiness,2020.0,6,3,15,3,5,4,6,6,6,6,5,1,1,2,3,4.0,5,3,6,3,6,5,5,5,4,5,4,5,3,2,4,5,1,1,1.5,1
29003,The Last Salute,1998.0,5,2,10,1,4,2,5,4,5,4,5,1,1,3,3,5.0,5,3,3,3,5,5,5,5,3,5,2,5,2,4,4,3,1,1,1.0,1
29004,Deep Family Secrets,1997.0,5,3,5,3,3,2,5,6,5,5,5,1,1,2,3,4.0,5,4,3,5,4,5,5,5,3,5,4,6,2,5,4,5,5,2,1.5,3
29005,The Queens (TV series),2025.0,5,3,30,5,3,4,5,5,3,5,5,1,1,5,5,6.0,6,3,3,5,3,5,6,6,4,5,4,5,4,5,5,5,4,1,2.0,3
29006,Wuthering Heights (1967 TV series),2022.0,5,2,20,3,3,3,6,6,5,6,5,1,1,3,2,5.0,6,3,4,3,5,6,6,5,4,6,4,5,4,4,5,6,3,1,1.0,2
29007,Nothing But Thirty,2020.0,5,3,20,4,4,4,6,5,5,6,5,1,1,3,3,5.0,5,3,5,5,6,5,6,5,4,6,4,5,4,4,5,5,3,1,1.5,2
29008,The Art of Murder,1999.0,5,3,20,3,3,2,5,5,5,5,4,1,1,2,3,4.0,4,3,3,4,5,5,5,5,3,5,4,5,3,4,4,5,4,1,1.5,3
29009,Biohackers,2022.0,5,1,10,4,4,4,5,6,5,5,5,3,5,4,3,5.0,5,4,5,5,5,5,6,6,4,6,4,5,4,4,4,5,5,2,1.5,3
29012,Changing Nature,2025.0,5,5,10,5,3,1,5,5,5,6,2,6,6,5,5,6.0,6,3,1,7,3,4,6,6,4,6,4,5,2,5,5,6,5,1,1.5,3
29013,Yashahime,2020.0,5,3,30,5,4,4,5,5,5,5,2,7,6,5,5,6.0,6,4,5,5,3,4,6,6,3,5,3,5,5,5,4,5,5,4,2.5,3
29014,Chackoyum Maryyum,2019.0,5,1,10,3,3,3,5,5,5,5,5,1,1,2,2,4.0,5,3,3,3,5,5,5,5,3,5,4,5,2,3,4,5,4,1,1.0,2
29015,Teenage Bounty Hunters,2020.0,5,2,20,3,4,3,5,5,5,5,3,2,1,3,2,5.0,5,4,1,3,6,4,5,5,4,6,3,5,4,4,3,5,2,1,1.0,2
29016,Maddam Sir,2020.0,5,5,20,5,4,4,6,6,6,5,3,1,1,5,3,6.0,5,4,5,5,6,4,5,5,4,6,4,5,4,5,5,5,3,2,2.5,3
29017,Saat Mulaqatein,2020.0,6,2,10,3,4,3,6,6,6,5,6,1,1,2,3,4.0,5,3,5,4,5,5,5,4,4,5,4,5,3,3,5,5,3,2,2.0,2
29019,Wife of a Spy,2020.0,6,2,10,5,4,4,6,6,5,6,6,1,1,5,5,6.0,6,3,4,5,3,5,6,6,4,6,5,6,5,5,5,6,5,4,2.0,3
29020,Jeevitha Nouka (TV series),2019.0,5,3,20,3,3,2,5,6,5,5,3,1,1,2,3,5.0,5,3,5,5,3,4,6,5,4,5,4,5,2,4,5,5,5,4,2.5,3
29021,La Fosse aux Tigres,2017.0,6,1,10,5,4,5,6,6,5,5,6,1,1,4,4,5.0,5,4,7,5,5,6,6,5,4,5,4,5,5,5,4,6,4,1,1.5,3
29022,Cennet'in Gözyaşları,2020.0,5,4,20,4,5,5,6,6,6,5,5,1,1,2,3,5.0,5,3,6,4,5,5,5,5,4,5,4,5,4,4,5,6,4,2,1.5,2
29024,Tera Yaar Hoon Main,2020.0,5,1,20,3,4,3,5,5,5,5,5,1,1,2,2,4.0,4,3,3,5,5,5,5,3,3,5,4,5,4,4,4,5,5,1,1.0,3
29025,Aftertaste (TV series),2021.0,6,2,20,3,4,4,6,5,5,6,5,2,1,3,2,5.0,5,3,5,4,6,5,6,5,4,5,4,5,4,4,4,5,3,2,1.5,2
29026,Pretty Little Liars (2022 TV series),2022.0,4,5,30,3,3,3,5,5,4,5,3,1,1,3,3,5.0,5,4,3,5,3,3,6,5,3,5,3,5,4,5,4,5,5,4,3.5,3
29027,Handsome Siblings (TV series),2020.0,5,2,30,4,4,4,5,6,4,5,3,5,2,5,3,5.0,6,4,5,4,5,4,6,5,4,5,4,6,4,5,4,6,5,1,1.5,3
29029,Dangerous (web series),2020.0,5,3,10,1,3,3,5,5,4,5,4,1,1,2,3,4.0,4,4,3,4,5,5,5,5,3,5,3,5,4,5,4,4,5,1,1.5,2
29030,Prothoma Kadambini,2020.0,5,2,20,5,5,5,6,6,6,6,6,1,1,3,3,5.0,5,3,7,3,6,6,6,5,4,5,4,5,5,4,5,6,2,1,1.5,2
29031,Legend of Fei,2020.0,5,3,20,3,4,4,5,6,5,5,3,5,2,5,4,5.0,6,4,5,4,5,4,6,5,4,6,3,5,4,5,4,5,4,1,1.0,2
29032,The Long Ballad,2021.0,5,2,30,5,4,4,6,6,5,6,5,2,1,5,3,6.0,6,4,3,5,5,5,6,6,4,6,4,6,5,5,5,6,5,1,1.5,3
29033,More Than Friends (TV series),2020.0,5,2,20,3,5,2,5,6,6,5,5,1,1,2,2,4.0,5,3,5,3,6,5,5,5,4,5,4,5,2,2,5,5,3,1,1.5,3
29034,Pantheon (TV series),2024.0,5,5,25,4,5,4,6,6,5,6,4,5,6,5,5,6.0,7,4,3,5,3,5,6,6,4,6,4,5,4,5,4,6,5,4,3.5,2
29035,The Beast Beneath,2020.0,3,2,10,1,4,4,4,5,3,4,2,5,5,3,3,4.0,5,3,5,3,5,2,5,5,3,5,2,5,4,5,2,3,5,1,1.0,3
29036,The Wonder Woman,2020.0,5,2,2,1,3,5,5,5,5,5,5,1,1,1,2,3.0,3,4,5,4,6,5,4,3,4,5,2,5,5,4,4,5,2,1,1.0,2
29037,It's the Geography That Counts,1957.0,4,2,20,3,2,2,5,5,4,4,4,1,1,2,3,4.0,4,3,2,5,3,4,5,4,3,5,3,5,4,4,4,5,5,2,2.0,3
29038,18 Again,2020.0,5,3,20,5,5,4,6,6,6,6,3,5,3,3,3,5.0,5,4,6,5,6,5,5,5,4,5,4,5,5,4,5,6,4,2,1.5,2
29039,Remy &amp; Boo,2025.0,3,2,10,1,5,3,5,5,3,5,2,5,5,3,2,5.0,5,3,6,2,7,3,5,5,4,5,3,5,5,2,3,3,1,1,1.0,1
29040,Poove Unakkaga (TV series),2023.0,3,3,20,5,3,3,5,5,5,4,3,2,1,4,5,5.0,4,3,5,5,3,3,5,5,3,5,4,5,4,5,5,5,4,4,2.0,3
29041,Aikatsu Planet!,2021.0,4,3,20,3,4,4,4,5,5,5,2,6,5,4,3,5.0,5,3,5,3,4,4,5,6,4,5,3,5,4,4,4,5,3,1,1.5,1
29042,The Mighty Ones,2025.0,5,4,10,2,3,3,2,3,3,5,2,7,2,4,1,5.0,5,4,3,4,5,4,5,5,4,5,3,5,3,3,2,2,2,4,2.5,1
29044,The Crown season 6,2022.0,6,3,30,5,3,4,6,6,3,6,6,1,1,4,4,6.0,6,3,6,3,6,6,6,6,5,6,4,7,3,5,4,5,4,1,1.5,2
29045,Dance of the Sky Empire,2020.0,4,2,30,5,4,4,5,6,5,6,3,6,5,5,3,6.0,6,4,5,5,5,4,6,6,4,6,4,6,4,4,4,6,4,1,1.5,2
29046,Memorials (TV series),2020.0,5,1,10,4,4,2,6,5,6,5,5,1,1,3,2,5.0,5,3,5,3,5,5,5,5,4,5,4,5,4,4,4,5,2,1,1.0,2
29047,The Idhun Chronicles,2020.0,4,2,30,3,4,3,5,5,5,5,2,6,6,5,3,5.0,6,4,4,5,5,4,6,6,4,5,3,6,4,4,3,5,5,1,1.5,2
29048,Jamestown Fisherman,2014.0,5,3,10,4,4,3,6,5,6,5,5,1,1,3,2,4.0,5,3,5,3,6,5,5,5,3,5,4,5,4,2,4,4,1,1,1.0,2
29049,Agents of S.H.I.E.L.D. series finale,2023.0,5,5,10,3,5,5,5,6,5,6,2,6,6,5,5,6.0,6,4,6,5,3,4,6,5,4,6,4,6,5,5,4,5,5,2,1.5,3
29050,Kleiner König Kalle Wirsch,2020.0,3,3,10,3,4,5,4,5,5,5,2,6,5,5,3,5.0,5,3,7,3,5,3,5,5,4,5,3,5,4,5,2,5,4,1,1.5,3
29051,Sukh Mhanje Nakki Kay Asta!,2021.0,5,4,25,5,5,3,5,6,5,5,2,5,1,4,5,5.0,5,4,7,6,3,3,6,5,4,5,4,5,4,5,5,6,5,4,4.0,3
29052,Blade Runner: Black Lotus,2021.0,5,1,30,4,3,4,5,5,4,5,5,5,6,5,1,5.0,6,3,4,4,4,5,6,6,3,5,3,5,4,3,3,3,3,2,1.0,1
29053,Masaba Masaba,2019.0,5,2,20,5,5,4,6,6,6,6,5,1,1,3,4,5.0,5,3,7,4,6,5,6,6,4,6,4,5,5,4,5,6,4,2,1.5,2
29054,Pinjara Khubsurti Ka,2021.0,3,2,30,5,4,3,5,6,5,4,2,5,1,5,6,5.0,5,4,7,5,2,2,6,5,3,5,4,5,5,5,5,6,5,4,4.0,3
29055,Lockdown Ki Love Story,2020.0,3,2,20,5,4,4,5,5,5,4,3,2,1,3,3,5.0,4,4,7,3,3,3,5,4,3,5,3,5,4,5,5,5,4,1,2.0,3
29056,Winner Is King,2020.0,5,2,25,3,5,5,5,6,5,5,3,4,1,5,5,5.0,6,4,7,5,5,4,6,6,4,5,3,5,5,5,4,7,4,2,1.5,3
29057,Word of Honor (TV series),2021.0,5,2,25,4,5,4,6,6,5,6,4,5,1,5,3,6.0,6,3,5,5,5,5,6,6,4,6,4,6,4,4,4,6,4,1,2.0,2
29058,Do Do Sol Sol La La Sol,2020.0,5,2,20,3,5,3,5,6,6,5,4,1,1,3,3,5.0,5,3,7,4,6,5,6,5,4,5,4,5,4,3,5,5,3,2,1.5,2
29059,Chip In,2020.0,5,5,5,3,4,3,5,6,4,5,5,1,1,2,3,5.0,5,3,4,4,5,5,5,5,4,5,4,5,3,4,4,5,5,1,1.5,2
29060,Alice (South Korean TV series),2020.0,5,3,20,3,4,4,5,6,5,5,3,6,6,5,4,5.0,6,4,5,5,4,5,6,6,4,5,4,5,4,5,4,5,5,4,2.5,3
29061,Unité 9,2013.0,6,1,30,5,4,4,6,6,5,6,6,1,1,5,1,5.0,6,3,5,4,5,6,5,5,4,5,4,5,4,4,5,6,4,1,1.5,2
29062,Flesh (web series),2020.0,5,2,20,5,5,5,6,6,5,6,6,1,1,4,3,6.0,6,4,4,5,5,6,7,6,4,6,5,6,5,5,4,6,5,1,1.5,3
29063,The Head (2020 TV series),2020.0,5,3,20,3,4,3,5,5,5,5,5,2,3,5,1,6.0,6,3,5,5,5,5,6,6,4,6,4,6,4,4,4,5,5,4,3.5,3
29064,Churails,2024.0,6,4,20,5,5,4,6,6,6,6,5,2,1,4,3,6.0,6,4,4,5,5,6,6,6,4,6,4,6,5,4,5,6,5,1,1.5,2
29065,Slo Pitch (web series),2020.0,6,2,20,5,4,3,6,6,5,6,6,1,1,3,2,5.0,5,3,5,5,6,6,6,5,4,6,4,5,4,4,4,5,2,1,1.0,1
29067,Midnight Mass (miniseries),2021.0,6,2,30,3,4,3,6,6,5,6,5,4,2,5,3,6.0,6,3,5,5,5,5,6,6,4,6,5,7,3,4,4,6,4,1,2.0,3
29068,Marzi (TV series),2020.0,5,2,10,5,3,2,5,6,5,5,5,1,1,3,1,5.0,5,3,3,5,4,5,5,5,3,4,4,5,2,4,4,6,5,1,1.5,3
29069,Love for Lydia (TV series),1977.0,5,2,20,3,4,3,5,6,5,5,5,1,1,3,3,5.0,5,3,5,5,5,5,6,5,4,5,4,5,3,3,4,5,2,2,1.5,2
29070,Missing: The Other Side,2020.0,5,1,30,3,3,4,6,6,5,6,3,6,5,5,2,5.0,6,3,6,5,6,5,6,6,4,6,4,6,4,4,4,5,4,2,1.5,2
29072,Go Ahead (TV series),2020.0,6,3,20,3,5,4,6,6,6,6,6,1,1,2,3,4.0,5,3,6,4,6,6,6,5,4,6,4,6,4,2,5,6,2,1,1.5,2
29073,A Killer Party,2020.0,5,2,6,1,4,3,5,5,5,5,5,2,1,4,2,5.0,6,4,5,5,5,4,6,6,4,6,2,6,3,5,4,3,5,1,2.0,2
29074,Huvaa Kohfa Bunan,2021.0,5,3,8,1,1,3,3,3,2,4,4,1,1,3,5,5.0,5,3,3,4,3,4,5,5,3,5,2,5,2,5,2,2,4,1,1.5,1
29075,Winter in Vail,2020.0,5,2,5,3,5,4,5,5,5,5,5,1,1,5,4,5.0,5,3,7,3,6,4,6,5,3,5,3,5,5,4,5,5,2,1,1.5,2
29077,Virgin Bhasskar 2,2024.0,5,2,20,3,4,3,5,5,5,5,4,2,1,2,3,4.0,4,3,5,4,5,4,5,5,4,5,3,5,3,3,4,6,4,1,1.5,2
29078,Falsa identidad season 2,2020.0,5,2,30,4,4,4,6,5,5,5,5,2,1,4,3,5.0,5,4,5,4,6,5,5,5,4,5,4,5,4,4,4,5,4,1,1.5,3
29079,Thiyey Mihithuge Vindhakee,2003.0,5,3,6,3,3,2,5,5,5,5,3,1,1,3,3,5.0,5,3,3,5,3,5,5,5,3,5,4,5,2,4,4,5,5,2,2.5,3
29080,Maid (miniseries),2022.0,6,1,20,5,5,4,6,7,7,7,6,1,1,3,3,5.0,6,3,6,5,6,6,6,5,4,6,5,6,5,4,5,7,5,1,1.0,2
29082,Uraan (2020 TV series),2020.0,5,2,10,4,2,2,6,5,6,5,5,1,1,2,2,4.0,4,3,5,5,5,5,5,5,3,5,4,5,3,4,5,6,3,1,1.5,3
29083,Oteckovia,2018.0,5,4,20,3,3,3,5,5,5,5,5,1,1,2,3,4.0,4,3,4,3,5,5,4,4,3,5,3,5,3,4,4,4,1,1,1.5,2
29084,Indiawaali Maa,2022.0,5,3,10,5,3,3,6,6,6,6,5,1,1,2,4,5.0,5,3,7,3,5,5,6,5,4,6,5,5,3,4,5,5,5,2,1.5,3
29085,Saraab,2020.0,5,3,5,5,4,2,6,6,5,6,5,1,1,3,3,5.0,5,3,6,5,3,5,6,5,4,5,4,5,3,4,5,6,4,4,2.5,2
29086,Start-Up (South Korean TV series),2020.0,5,2,30,3,5,4,6,6,6,6,5,1,1,5,2,5.0,6,4,6,4,6,5,6,6,4,6,4,6,5,4,4,6,3,1,1.5,2
29087,Rutherford Falls,2024.0,6,2,10,5,4,3,6,5,5,6,5,1,1,5,3,5.0,6,3,5,5,5,5,5,5,4,6,3,5,4,4,4,4,2,1,1.0,1
29088,Snowdrop (South Korean TV series),2021.0,5,2,25,5,4,3,5,5,5,5,6,1,1,5,2,6.0,7,3,4,5,5,5,6,6,4,6,4,6,3,5,4,5,5,1,1.5,2
29089,Generation (TV series),2021.0,5,4,30,5,4,3,6,5,6,6,5,1,1,4,3,5.0,6,4,5,5,5,5,6,5,4,6,4,5,4,3,4,5,2,1,1.0,2
29090,"Young Blood, Old Souls",2025.0,5,3,25,4,5,4,6,6,6,6,3,7,6,5,4,6.0,6,4,5,5,3,5,6,6,4,6,4,6,5,5,4,6,5,2,1.5,3
29091,74 Days of Love,2020.0,4,2,10,3,4,3,5,6,5,5,3,5,3,4,3,5.0,5,3,2,3,5,3,6,5,4,5,4,5,3,2,4,4,3,1,1.5,3
29093,Tian Xing Jian (TV series),2011.0,5,1,10,4,4,4,5,5,5,5,5,1,1,4,3,5.0,5,3,3,5,4,5,5,5,3,5,4,5,5,5,2,5,3,2,2.5,2
29095,Saath Nibhaana Saathiya 2,2020.0,3,2,30,5,5,5,5,6,6,5,3,2,1,4,6,5.0,4,4,7,5,3,3,5,5,3,5,4,5,5,5,5,7,4,4,3.5,3
29096,Nový život,2020.0,5,5,20,3,3,3,5,5,5,5,5,1,1,3,1,5.0,5,3,3,3,3,4,5,5,3,5,3,5,3,3,5,5,3,1,1.5,1
29097,Anna of the Five Towns (TV series),2022.0,5,1,20,4,4,3,5,5,5,5,5,1,1,3,3,5.0,5,3,5,4,5,5,5,5,4,5,4,5,4,4,4,5,2,1,1.5,2
29098,Aye Mere Humsafar,2023.0,4,3,30,5,4,4,5,5,5,4,3,1,1,3,5,4.0,4,3,3,6,2,3,5,5,3,5,4,5,4,5,5,6,5,4,3.5,3
29099,Rasbhari,2020.0,5,1,20,4,3,3,5,5,5,5,5,2,1,4,2,6.0,6,3,4,4,5,4,6,5,4,5,3,5,3,3,4,4,3,1,1.0,1
29100,Konak kod Hilmije,2018.0,5,3,30,5,3,3,6,5,5,6,6,1,1,5,3,6.0,7,3,3,5,4,6,6,5,4,6,4,5,3,5,3,3,5,1,1.0,2
29101,Moving Story,2020.0,6,3,20,3,5,4,6,5,6,6,6,1,1,3,3,5.0,5,3,6,3,6,6,6,4,4,5,4,5,4,4,5,5,2,1,1.5,1
29102,I Hate Suzie,2022.0,6,2,10,4,4,3,6,6,6,6,5,1,1,2,3,5.0,5,4,5,5,5,6,6,5,4,6,4,6,3,4,4,6,4,2,1.5,2
29103,Equal (TV series),2025.0,6,4,20,5,5,3,6,5,5,6,7,1,1,5,3,5.0,6,3,1,2,5,6,6,5,3,5,4,5,4,5,3,5,2,1,1.5,1
29104,Valley of Tears (TV series),2020.0,6,3,10,5,4,4,6,6,5,6,6,1,1,4,2,5.0,6,4,5,5,5,6,6,5,4,6,4,6,4,5,4,5,5,1,2.0,2
29105,210 Words Per Minute,2025.0,5,3,5,3,4,3,5,5,5,5,5,5,5,3,3,5.0,5,3,5,5,5,5,5,5,4,5,4,5,4,4,5,5,4,2,1.5,2
29106,End of the Line (Fear the Walking Dead),2025.0,5,3,20,3,4,3,5,6,5,5,4,2,3,4,3,5.0,5,4,3,5,3,5,6,5,4,5,4,6,4,5,4,5,5,1,1.5,3
29107,Channel 5 (Fear the Walking Dead),2025.0,5,5,20,3,3,2,5,4,5,5,3,2,1,4,3,5.0,5,3,3,5,3,4,5,5,3,5,4,5,3,5,4,4,5,1,1.5,2
29108,Ner Tamid (Fear the Walking Dead),2025.0,5,4,5,3,3,2,5,4,5,5,3,2,2,4,3,5.0,5,3,4,5,3,5,5,5,3,5,3,5,3,5,3,3,4,1,2.0,2
29109,You're Still Here (Fear the Walking Dead),2025.0,5,4,5,1,4,3,5,5,5,5,3,1,5,4,4,5.0,6,4,3,5,4,5,6,5,4,5,3,5,4,5,3,3,4,1,2.0,2
29110,Leave What You Don't,2025.0,5,5,10,2,2,2,5,5,3,5,4,3,5,4,4,5.0,5,4,5,5,3,5,6,5,3,5,4,5,3,5,3,5,5,4,3.5,2
29111,Channel 4 (Fear the Walking Dead),2025.0,5,6,8,3,4,3,5,5,5,5,3,2,2,4,3,5.0,5,3,5,5,5,5,6,5,4,5,4,5,4,4,4,5,4,2,3.5,2
29112,Umeed (TV series),2022.0,6,2,10,5,5,2,6,6,6,6,6,1,1,3,2,4.0,5,3,3,4,6,6,6,5,4,5,4,5,2,4,5,5,3,1,1.5,2
29113,The Brack Report,2020.0,5,3,20,3,4,3,6,5,5,5,5,1,2,3,3,4.0,5,3,4,5,5,5,5,5,4,5,4,5,4,4,4,5,4,1,1.0,2
29114,Bugados,2019.0,5,5,5,3,4,3,4,4,5,5,2,6,6,5,3,5.0,5,3,5,3,6,3,5,5,3,5,2,5,4,4,3,5,4,1,1.0,1
29115,Quererlo todo,2021.0,5,3,20,4,4,3,5,5,5,5,5,1,1,3,3,4.0,4,3,4,4,6,5,5,4,3,5,4,5,3,4,4,5,3,1,1.5,2
29116,Enchanting Grom Fright,2025.0,5,5,10,4,5,4,6,6,6,6,2,6,6,5,3,6.0,6,4,4,5,5,5,6,6,4,6,4,5,4,5,5,5,5,1,1.5,3
29117,The Tab Hunter Show,2025.0,5,2,5,1,3,3,4,4,5,5,4,2,1,3,3,5.0,5,3,4,3,6,4,5,4,3,5,1,5,3,2,3,2,1,1,1.0,1
29118,Vahum,2004.0,5,2,3,3,4,3,5,5,5,5,4,2,1,3,3,5.0,5,3,4,5,5,5,5,5,3,5,4,5,3,4,4,5,5,1,1.5,2
29119,RIS: Delitti Imperfetti season 1,2005.0,5,1,10,3,4,4,5,5,5,5,5,1,1,3,3,5.0,5,4,4,4,5,5,6,5,3,5,4,5,4,5,5,3,5,1,1.5,3
29120,Jue Ze,2012.0,5,3,20,5,4,4,6,6,6,5,4,1,1,4,3,5.0,6,4,4,5,4,5,6,5,4,6,4,5,4,5,4,5,5,1,1.5,2
29121,Count Your Lucky Stars,2020.0,5,2,20,3,3,4,5,5,4,5,3,2,1,2,2,5.0,5,3,5,3,6,4,5,5,4,5,3,5,3,4,4,5,4,1,1.5,3
29122,Kentucky Jones,2025.0,5,2,10,4,4,4,5,5,5,5,5,1,1,3,3,5.0,5,3,5,3,6,5,5,4,3,5,3,5,3,3,4,5,4,1,1.5,2
29123,RIS: Delitti Imperfetti season 2,2006.0,5,3,20,3,4,4,5,5,5,5,4,1,1,4,3,5.0,5,4,5,5,3,5,6,5,4,5,4,5,5,5,4,5,5,2,2.0,3
29124,Padatha Painkili (TV series),2019.0,5,1,10,5,4,4,5,6,5,5,4,1,1,2,5,5.0,5,3,5,5,5,4,5,5,4,5,4,5,4,5,5,5,4,1,1.5,3
29125,Walang Hanggang Paalam,2020.0,5,3,20,5,5,4,6,6,6,6,5,1,1,3,3,5.0,5,4,4,5,4,5,6,5,4,6,5,5,4,5,4,6,5,1,1.5,3
