book_idx,title,year,9_how_realistic_did_you_find_the_dialogue_in_the_movie,1_how_many_protagonists_were_there_a_protagonist_is_the_person_or_enti,3_approximately_how_many_named_side_characters_are_in_this_movie_feel,5_if_you_checked_any_of_the_above_how_relevant_are_these_aspect_s_of_t,8a_how_likable_was_this_protagonist_by_likable_we_mean_easy_to_relate,8b_how_competent_was_this_protagonist_by_competent_we_mean_effective_a,11_how_real_did_this_protagonist_feel_to_you,12_how_emotionally_invested_were_you_in_this_protagonist,13_how_relatable_did_you_find_this_protagonist,5_in_your_opinion_how_would_you_rate_the_quality_of_the_character_writ,3_how_realistic_was_the_world_of_the_movie_by_realistic_we_mean_plausi,5_how_fantastical_was_the_world_of_the_movies_by_fantastical_we_mean_a,6_how_science_fictional_was_the_world_of_the_movie_by_science_fictiona,7_overall_how_relevant_was_world_building_to_the_movie_world_building,8_how_many_major_settings_does_the_movie_contain_here_we_re_asking_you,4_how_immersive_did_you_find_this_setting_by_immersive_we_mean_fully_r,5_in_your_opinion_how_would_you_rate_the_quality_of_the_setting_and_wo,7_on_the_whole_how_would_you_describe_the_pace_of_the_movie_pace_is_th,12a_on_a_scale_of_1_entirely_unresolved_to_7_entirely_resolved,12b_on_a_scale_of_1_very_unsurprising_predictable_to_7_very_surprising,12c_on_a_scale_of_1_very_confusing_to_7_very_easy_to_understand,19_how_convincing_did_you_find_the_plot_by_convincing_we_mean_believab,3_how_evocative_did_you_find_the_visual_style_by_evocative_we_mean_aff,4_how_interesting_did_you_find_the_visual_style_by_interesting_we_mean,7_now_let_s_talk_pun_intended_about_dialogue_in_your_opinion_how_was_t,8_how_engaging_did_you_find_the_dialogue_in_the_movie,5_to_what_extent_did_you_feel_moved_by_this_movie_on_an_emotional_basi,13_how_much_did_you_like_the_score,8c_how_proactive_was_this_protagonist_by_proactive_we_mean_motivated_a,plot_driven,character_driven,character_development,opening_hook,time_linearity,plot_linearity,ending_reversal
21712,The Trinity Six,2011.0,5,3,10,3,4,4,5,5,5,5,5,1,1,4,3,6,5,4,6,5,5,5,5,5,4,5,3,5,5,5,3,4,4,2,1,2
21713,Red Screen,2021.0,5,2,5,3,3,3,5,5,5,5,5,5,5,4,2,5,5,3,7,5,6,5,5,5,4,5,4,5,3,4,4,4,4,1,1,2
21714,Kingfishers Catch Fire,1953.0,5,1,15,4,4,3,6,5,5,6,5,2,1,4,2,6,6,3,5,5,6,5,5,5,4,5,4,5,4,3,4,5,3,1,1,2
21715,The Promise (Galgut novel),2021.0,5,3,10,5,4,3,6,6,5,6,6,1,1,5,4,6,6,3,5,5,5,6,6,6,4,6,5,5,4,3,5,6,4,2,1,3
21716,The Fortune Men,1952.0,5,1,10,5,4,2,6,6,6,6,7,1,1,1,1,6,5,3,7,5,6,7,6,5,4,5,5,5,4,4,4,2,5,1,2,3
21717,Great Circle (novel),2021.0,5,2,10,4,4,4,6,6,5,6,5,2,1,5,2,6,6,3,5,5,5,5,6,5,4,6,4,5,4,3,5,5,4,4,2,1
21718,Pet et Répète,2019.0,5,2,5,3,3,2,5,3,3,5,3,3,1,3,1,5,4,3,5,3,6,5,5,5,4,5,2,5,2,3,2,1,2,1,1,1
21719,Natural Causes (novel),1953.0,5,2,10,3,3,3,5,4,4,5,5,1,1,2,2,5,4,3,5,4,6,5,5,5,4,5,3,5,3,4,3,2,4,1,1,2
21720,Dragon Hoops,2020.0,5,2,10,4,4,4,6,6,5,6,6,1,1,4,2,6,6,4,6,5,6,6,6,6,4,6,4,6,5,5,4,5,3,4,2,3
21721,The Dean's Elbow,1930.0,5,3,15,4,2,3,5,5,4,5,5,1,1,3,3,5,5,3,5,5,6,5,5,5,4,5,4,5,3,5,5,5,2,2,1,2
21722,Inside Story (novel),2020.0,6,4,4,4,3,3,5,5,4,6,5,1,1,3,2,5,5,3,6,4,6,5,5,5,4,5,4,5,3,2,4,3,2,3,2,1
21724,Chronicles from the Land of the Happiest People on Earth,2021.0,5,2,15,4,3,3,5,5,3,6,4,5,2,5,2,6,6,3,3,5,4,4,6,5,4,5,4,5,3,5,3,3,5,2,1,3
21725,Groaning Spinney,1950.0,5,1,10,3,4,4,5,5,5,6,5,4,1,4,2,6,6,3,6,5,6,5,5,5,4,5,4,5,4,4,3,3,4,2,1,2
21726,Emergency Skin,2019.0,6,1,10,5,4,5,6,6,6,6,5,6,7,5,2,6,6,4,7,6,6,6,6,6,4,6,5,6,5,4,5,7,5,2,1,3
21727,Faintley Speaking,1954.0,5,2,10,3,3,4,5,5,5,6,5,4,1,3,2,5,6,3,6,5,5,5,5,5,4,5,4,5,4,4,3,3,4,2,2,2
21728,Sharpe's Assassin,2021.0,5,3,15,4,4,5,6,6,5,6,6,1,1,5,5,6,6,4,7,5,6,6,6,5,4,6,4,5,5,5,4,5,4,1,1,2
21729,The Echoing Strangers,1952.0,5,2,10,3,4,4,5,5,5,5,5,1,1,4,3,5,5,3,6,5,5,5,5,5,4,5,4,5,5,4,4,4,5,2,1,2
21730,Body Offering (novel),2013.0,5,2,5,4,4,3,6,6,5,6,5,1,1,3,1,5,5,3,6,3,6,5,5,5,4,5,4,5,4,2,5,5,2,1,1,1
21731,Diplomat's Folly,1951.0,5,2,10,4,4,3,5,5,5,5,5,1,1,3,2,6,6,3,5,4,6,5,5,5,4,5,4,5,4,4,4,4,4,2,1,2
21732,The Night Watchman (novel),2020.0,6,2,10,5,5,4,6,6,6,6,6,1,1,5,3,6,6,3,5,5,6,6,6,6,4,6,5,5,5,4,5,6,4,1,1,2
21733,No Friendly Drop,1931.0,5,1,10,3,3,4,5,5,4,5,5,2,1,3,2,5,5,3,5,5,5,5,5,5,4,5,4,5,4,4,3,3,4,1,1,1
21734,A Dying Fall,1955.0,5,2,10,3,3,3,5,5,5,5,5,1,1,3,2,5,5,3,5,3,5,5,5,5,4,5,4,5,4,4,4,4,4,1,1,3
21735,Symptoms of Being Human,2016.0,6,1,10,5,5,4,7,6,7,6,6,1,1,3,1,6,5,3,5,5,6,6,5,5,4,6,5,6,4,3,5,6,4,1,1,2
21736,Constable Guard Thyself,1934.0,5,2,15,3,3,4,5,5,4,5,5,2,1,3,2,5,5,3,5,4,6,5,5,4,4,5,3,5,3,4,3,3,4,1,1,2
21737,The Missing Partners,1928.0,5,3,10,3,4,3,5,5,5,5,5,1,1,3,2,5,5,3,5,4,6,5,5,5,4,5,3,5,3,4,3,2,4,1,1,2
21738,Silverview,2021.0,5,3,10,4,4,3,6,5,5,6,5,1,1,3,2,5,6,3,5,5,5,5,5,5,4,6,4,5,3,4,4,5,4,2,2,2
21739,The High Sheriff,1937.0,5,1,10,4,3,2,5,5,4,6,5,1,1,3,2,5,5,3,5,5,6,5,5,5,4,5,4,5,3,4,4,4,4,1,1,3
21741,Ranahar,2018.0,5,1,10,4,4,3,5,5,5,5,6,3,1,5,2,6,6,3,5,3,5,5,6,5,4,5,4,5,3,4,3,4,2,1,1,1
21742,Dhritarashtra (book),2016.0,5,1,20,4,3,2,5,5,4,6,5,5,1,4,1,6,6,3,5,6,5,5,5,5,4,5,4,5,2,3,4,3,3,2,1,2
21743,Heir Presumptive (novel),1935.0,5,1,10,4,2,4,5,4,4,6,5,1,1,3,2,5,5,3,5,5,6,5,5,5,4,5,4,5,5,4,4,5,4,1,1,3
21744,One Last Stop,2021.0,6,2,10,5,3,4,6,6,5,6,5,5,5,4,2,6,6,3,5,5,6,5,6,6,4,6,4,6,4,4,5,6,4,2,2,3
21745,Pilgrims Way (novel),1988.0,5,1,5,5,4,3,6,6,6,6,6,1,1,3,2,5,5,3,5,3,6,6,5,5,4,5,4,5,3,3,4,5,2,1,1,2
21746,Snapdragon (graphic novel),2020.0,6,2,5,4,4,4,6,6,6,6,5,5,5,5,2,6,6,3,7,5,7,5,6,6,4,6,4,6,5,4,5,6,4,2,1,2
21747,Murder by an Aristocrat (novel),1932.0,5,1,10,4,4,4,5,5,5,6,5,1,1,3,1,5,5,3,7,5,6,5,5,5,4,5,4,5,5,5,5,5,5,1,1,3
21748,The Monster of Grammont,1927.0,5,2,10,3,3,4,5,5,5,5,5,4,2,4,2,5,6,3,5,5,6,5,5,5,4,5,3,5,4,4,3,3,3,2,1,2
21749,Death of a Delft Blue,1964.0,5,2,10,3,3,4,5,5,5,5,5,3,1,3,2,5,5,3,5,5,5,5,5,5,4,5,3,5,4,4,3,3,4,3,2,2
21750,Say It with Flowers (novel),1960.0,5,2,10,3,3,3,5,5,5,5,5,2,1,4,2,5,5,3,5,5,5,5,5,5,4,5,4,5,4,4,3,3,4,1,1,3
21751,The Nodding Canaries,1961.0,5,2,10,3,3,3,5,5,5,5,5,2,1,3,2,5,6,3,5,5,5,5,5,5,4,5,4,5,3,4,3,3,5,1,1,3
21752,The Curse of Doone,1928.0,5,1,10,3,4,4,5,5,5,5,5,5,1,4,3,5,5,3,6,5,5,5,5,5,4,5,3,5,4,4,3,4,4,1,1,2
21753,The Man Who Grew Tomatoes,1959.0,5,1,15,4,4,4,5,5,5,6,5,2,1,4,2,5,6,3,6,5,6,5,5,5,4,5,4,5,4,4,4,3,4,1,1,2
21754,Spotted Hemlock,1958.0,5,2,15,4,4,4,5,5,5,6,5,2,1,3,2,6,6,3,5,5,6,5,5,5,4,5,4,5,4,4,4,4,4,1,1,2
21755,The Twenty-Third Man,1957.0,5,1,10,3,4,4,6,5,5,6,5,3,1,3,2,6,6,3,6,5,6,6,5,5,4,6,4,5,4,4,4,3,4,1,1,2
21756,The Croaking Raven,1966.0,5,1,10,4,4,4,5,5,5,6,5,5,1,4,3,6,6,3,5,5,6,5,5,5,4,5,4,5,4,4,4,3,4,1,1,2
21757,Temper (Drayden novel),2018.0,5,2,10,4,4,3,5,5,5,6,5,5,2,5,1,6,6,3,4,5,5,4,6,5,4,5,4,5,4,3,4,5,4,2,1,3
21758,Lament for Leto,1971.0,5,2,15,3,4,4,6,5,5,5,5,2,1,4,2,6,6,3,5,4,6,5,5,5,4,5,3,5,4,4,4,4,3,1,1,1
21759,St Peter's Finger,1938.0,5,1,10,3,4,4,5,5,4,6,5,2,1,3,1,6,5,3,6,5,6,5,5,5,4,5,4,5,4,4,3,2,4,1,1,2
21760,Printer's Error,1939.0,5,2,15,4,2,3,5,5,3,4,5,1,1,2,2,6,4,3,5,5,5,5,5,5,4,5,4,5,4,4,4,3,5,1,1,3
21761,The Mystery of a Butcher's Shop,1929.0,5,1,10,4,3,3,5,5,3,5,5,2,1,4,2,6,6,3,5,5,5,4,6,5,4,5,4,5,3,5,2,1,5,2,1,2
21762,Seventy-Six (novel),1823.0,5,3,20,4,4,4,6,6,5,6,6,1,1,5,6,6,6,3,5,5,6,5,6,5,4,6,5,5,5,4,5,5,4,2,1,3
21765,The Fable of the Dragon-Tyrant,2005.0,5,3,10,4,4,3,6,6,6,6,4,5,5,5,2,6,6,3,7,5,7,6,6,5,4,6,4,6,4,5,5,5,4,2,1,2
21766,Cloud Cuckoo Land (novel),2021.0,5,5,5,4,4,4,6,5,5,6,3,6,5,5,1,6,6,3,5,5,4,4,6,6,4,6,4,6,4,3,5,5,4,4,4,2
21767,Laurels Are Poison,1942.0,5,1,10,3,3,4,5,5,5,5,5,1,1,3,2,6,5,3,5,5,5,5,5,5,4,5,3,5,4,4,3,3,4,1,1,2
21768,Song of the Soil,2019.0,5,2,5,5,4,3,6,6,5,6,6,1,1,5,3,6,6,3,5,5,6,5,6,5,4,5,4,5,4,4,4,5,4,2,1,1
21769,Blackbirds (Wendig novel),2012.0,5,1,10,4,4,4,6,6,5,6,5,5,5,3,2,6,6,4,5,5,6,5,6,5,4,6,4,6,4,4,5,5,5,2,1,3
21770,Encounters on a Dark Night,1894.0,5,3,5,4,4,2,5,5,5,5,5,1,1,4,1,6,5,3,2,5,5,5,5,5,4,5,4,5,3,4,5,5,4,2,1,2
21772,Travelers (novel),2019.0,5,1,10,5,4,3,6,5,5,6,6,1,1,4,3,6,6,3,5,5,6,5,5,5,4,5,4,5,4,3,5,6,3,2,1,2
21773,Ladies Won't Wait,1951.0,5,2,10,3,4,4,5,5,5,5,5,2,2,3,2,5,5,4,5,5,5,5,5,5,4,5,3,5,4,4,3,3,4,1,1,2
21774,No Surrender (novel),1942.0,5,1,15,4,4,4,6,6,5,6,6,1,1,4,2,6,5,3,5,5,6,6,5,5,4,5,4,5,4,4,4,5,4,1,1,2
21775,After Midnight (Albrand novel),1948.0,5,1,10,3,4,4,5,5,5,5,5,1,1,3,2,6,5,3,6,5,6,5,5,5,4,5,4,5,5,4,4,5,4,2,1,3
21776,A Star-Wheeled Sky,2018.0,5,1,10,3,3,4,5,5,3,5,5,6,7,5,2,6,6,4,5,4,5,5,5,5,4,5,3,5,4,4,2,3,4,2,1,2
21778,La Belle Image (novel),1941.0,5,1,10,3,3,4,5,5,4,6,4,3,3,3,2,5,5,3,5,5,6,4,5,5,4,5,4,5,4,3,4,5,4,1,1,3
21779,The Broken Penny,1953.0,5,2,15,4,4,4,5,5,5,6,5,2,2,4,2,6,6,3,5,4,5,5,5,5,4,5,4,5,4,4,4,5,3,2,1,2
21780,The Kentish Manor Murders,1988.0,5,1,10,3,4,4,5,5,5,6,5,2,1,4,2,6,6,3,5,5,6,5,5,5,4,6,3,5,4,4,3,2,4,1,1,2
21781,The Progress of a Crime,1960.0,5,2,10,3,4,3,5,5,5,5,5,1,1,3,2,6,5,3,4,5,5,6,5,5,4,5,4,5,4,4,4,4,5,1,1,2
21782,The Blackheath Poisonings,1978.0,5,1,15,4,3,4,5,5,5,6,5,1,1,4,1,6,6,3,5,5,6,5,5,5,4,5,4,5,4,4,4,3,4,2,1,2
21783,Everyone Knows Your Mother Is a Witch,2021.0,5,3,10,4,4,3,6,6,5,6,6,2,1,4,2,6,6,3,5,5,6,6,6,5,4,6,4,6,4,4,4,4,4,1,1,3
21784,The Belting Inheritance,1965.0,5,1,10,4,4,3,5,5,5,5,5,1,1,3,1,5,5,3,5,5,6,5,5,5,4,5,4,5,3,4,4,5,4,2,1,2
21785,The Immaterial Murder Case,1945.0,5,2,10,3,3,2,5,4,4,5,5,5,2,4,2,6,6,3,5,5,6,5,6,6,4,5,4,5,2,4,3,3,3,2,1,2
21786,A Brightness Long Ago,2019.0,5,4,10,4,4,4,6,5,5,6,5,3,1,5,3,6,6,3,5,5,5,5,6,5,4,5,4,5,4,4,4,5,4,2,2,2
21787,Network Effect (novel),2020.0,5,1,10,4,5,5,6,6,5,6,5,6,7,5,3,6,6,4,7,5,6,5,6,6,4,6,4,6,5,5,5,5,5,1,1,2
21788,On Ajayi Crowther Street,2019.0,5,1,10,4,4,4,6,5,5,6,6,1,1,4,1,6,6,3,5,5,6,6,5,5,4,5,4,5,4,2,4,5,2,1,1,1
21789,Children of Earth and Sky,2016.0,5,5,5,4,4,4,6,5,5,6,5,5,1,5,5,6,6,3,5,5,5,5,6,6,4,5,4,5,4,4,4,5,3,2,2,2
21790,Daughters in Law,1961.0,5,2,10,3,4,4,5,5,5,5,5,1,1,2,2,5,4,3,5,3,6,5,4,5,4,5,3,5,4,4,4,3,3,1,1,2
21791,A Particular Kind of Black Man,2019.0,6,1,10,5,4,3,6,6,5,6,6,1,1,3,2,6,5,3,3,5,5,6,6,5,4,6,4,6,4,3,5,6,4,1,1,2
21792,Bird Summons,2019.0,5,3,3,4,4,3,6,5,6,6,5,3,1,3,2,6,6,3,5,5,6,6,5,5,4,6,4,5,3,3,5,5,2,2,1,2
21793,Long Live the Post Horn!,,5,1,10,4,4,4,6,5,5,6,5,1,1,3,1,5,5,3,5,5,6,5,5,5,4,5,4,5,4,4,5,5,3,1,1,2
21794,Handbook for Mortals,2017.0,4,1,15,4,2,3,5,5,5,4,4,5,2,3,2,5,4,3,5,5,5,3,5,5,3,5,3,5,4,4,5,5,3,2,1,3
21795,Crimson (Sata novel),1936.0,5,1,10,5,2,3,6,6,5,5,6,1,1,2,3,6,5,3,3,5,5,5,5,5,3,5,5,2,4,4,5,5,5,1,1,3
21796,Charlie Savage (novel),2019.0,6,1,10,4,4,3,6,5,6,6,6,1,1,2,1,5,5,3,5,3,5,5,5,5,4,5,3,5,3,2,4,3,1,1,1,1
21797,Iron Widow,2021.0,5,3,20,5,5,5,6,6,6,6,5,6,7,5,1,6,6,4,6,5,6,6,6,6,4,6,5,5,5,5,5,7,5,1,1,3
21798,When Last I Died,1941.0,5,1,10,4,4,4,5,5,5,6,5,2,1,3,2,6,6,3,5,5,6,5,5,5,4,5,4,5,5,4,4,4,4,2,1,2
21799,Death for Madame,1946.0,5,1,10,3,3,4,5,5,5,5,5,2,1,3,2,5,5,3,5,5,6,5,5,5,4,5,4,5,4,4,3,2,4,1,1,2
21800,The Paper Chase (Symons novel),1956.0,5,2,15,3,3,4,5,5,5,6,5,1,1,4,2,5,5,3,5,5,6,5,5,5,4,5,3,5,4,4,3,3,4,1,1,2
21801,The Plot Against Roger Rider,1973.0,5,2,10,4,3,4,5,5,5,5,5,1,1,3,2,5,5,3,5,5,6,5,5,5,4,5,3,5,4,4,4,5,4,1,1,3
21803,Rani Patel in Full Effect,2016.0,6,1,10,5,4,4,6,6,6,6,5,1,1,4,1,6,6,4,7,5,6,6,6,5,4,6,5,6,5,3,5,6,5,1,1,3
21804,Jaya and Rasa: A Love Story,2017.0,6,2,10,5,4,3,6,6,6,6,5,1,1,3,1,6,6,3,5,5,6,5,6,5,4,6,4,5,4,3,5,6,4,1,1,2
21805,Termination Shock (novel),2021.0,5,3,10,4,3,3,5,5,3,5,5,5,6,5,3,6,6,4,5,5,5,5,6,6,4,5,4,5,4,5,3,5,4,1,1,3
21806,The Inevitable Millionaires,1923.0,5,2,10,3,4,2,5,5,5,5,5,1,1,3,2,5,5,3,5,5,6,5,5,5,4,5,3,5,4,4,3,3,2,1,1,2
21807,The Lion and the Lamb (novel),1930.0,5,2,10,4,3,4,5,6,5,6,5,1,1,3,2,5,5,3,6,5,6,5,5,5,4,5,4,5,4,4,4,5,4,2,1,3
21808,The Ostrekoff Jewels,1932.0,5,3,15,4,4,4,5,5,5,5,6,1,1,4,4,6,6,4,5,5,6,5,6,5,4,5,4,5,5,5,4,5,5,1,1,3
21809,Last Train Out,1940.0,5,2,10,4,4,4,6,6,5,6,6,1,1,4,2,6,6,3,6,5,6,6,5,5,4,5,4,5,4,4,4,5,4,2,2,2
21810,Charm &amp; Strange,2013.0,6,1,10,5,4,3,6,7,6,6,5,1,1,4,2,6,6,4,7,6,5,6,6,6,4,6,5,6,4,4,5,7,5,4,4,3
21811,Sei Kazoku,1930.0,5,3,5,4,3,3,5,5,5,5,5,1,1,3,2,5,5,3,5,5,5,5,6,5,4,5,4,5,3,3,5,5,3,2,1,2
21812,Miss Brown of X.Y.O.,1927.0,5,1,10,4,4,3,5,5,5,5,5,2,1,3,2,6,5,3,5,5,5,5,6,5,4,5,4,5,3,4,4,3,5,1,1,3
21813,The Greatcoat,2012.0,5,1,10,4,4,3,6,5,5,6,5,2,1,4,3,6,6,3,5,5,5,5,6,5,4,5,4,5,3,3,5,5,4,2,2,2
21814,XL (novel),2020.0,5,1,10,4,4,3,6,6,6,6,5,2,2,3,3,5,5,3,6,4,6,5,5,5,4,6,4,5,4,4,5,5,2,1,1,2
21815,Chief the Honourable Minister,1970.0,5,1,10,4,4,3,6,6,5,6,5,1,1,4,2,5,5,3,5,4,6,5,5,5,4,5,4,5,4,4,4,5,4,1,1,2
21817,The Power of the Dog (Savage novel),1967.0,6,4,5,4,3,5,6,6,5,6,6,1,1,5,1,6,6,3,6,6,6,6,6,6,5,6,4,5,4,4,5,5,4,1,1,3
21818,The Most Secret Memory of Men,2021.0,5,1,10,4,4,4,6,5,5,6,6,2,1,4,4,6,6,3,5,5,5,5,6,6,4,5,4,5,4,3,4,5,3,4,4,1
21820,The End of Loneliness,2016.0,5,1,10,4,3,3,6,6,5,6,5,1,1,2,3,5,5,3,5,5,5,5,5,5,4,5,4,5,3,4,5,5,5,2,2,3
21821,Basain,1957.0,6,1,10,5,4,2,6,6,6,6,6,1,1,5,1,6,6,3,5,3,6,6,5,5,4,5,4,5,2,3,4,3,2,1,1,1
21822,According to Queeney,2001.0,5,1,15,3,4,3,5,5,5,6,6,1,1,3,5,5,5,3,5,3,6,5,5,5,4,5,3,5,3,3,4,3,2,1,1,1
21824,Girls of Paper and Fire (book),2018.0,5,2,10,5,5,4,6,6,6,6,4,6,5,5,1,6,6,4,5,5,6,5,6,6,4,6,5,6,5,4,5,6,5,1,1,2
21825,The Dragonfly Sea,2019.0,5,1,10,5,4,4,6,6,5,6,6,2,1,5,4,6,6,3,6,5,6,5,6,6,4,6,4,5,4,3,5,6,2,2,1,2
21826,Skin of the Sea,2021.0,5,2,15,5,4,4,6,6,5,6,3,7,6,5,5,6,6,4,6,6,6,5,6,6,4,6,4,6,5,5,5,6,4,2,1,3
21827,The Gilded Ones,2021.0,5,1,20,5,5,5,6,6,6,6,3,6,6,5,3,6,6,4,7,5,6,5,6,6,4,6,5,6,5,5,5,7,5,1,1,3
21828,Sallipir,2016.0,6,3,10,5,4,3,6,5,5,6,6,1,1,5,1,6,6,3,6,3,6,6,6,5,4,5,4,5,3,2,3,2,1,2,1,1
21829,The Other Americans,2019.0,6,6,9,4,4,3,6,6,5,6,6,1,1,4,2,6,6,3,5,5,6,6,6,5,4,6,4,6,3,4,5,5,5,4,4,2
21830,Dumero,2020.0,5,1,10,4,4,4,6,6,6,6,5,2,1,3,3,5,5,4,6,3,6,4,5,5,4,5,4,5,5,4,5,6,2,1,1,2
21831,Jiyara,2021.0,6,1,10,4,4,3,5,5,5,6,6,5,1,5,1,6,6,3,5,5,5,6,6,5,4,5,4,5,3,2,3,3,1,1,1,1
21832,Ular (book),1998.0,5,2,10,5,4,2,6,6,6,5,6,1,1,4,1,6,6,3,3,3,5,5,5,5,4,5,4,5,3,4,5,3,3,1,1,3
21833,Wind from an Enemy Sky,1978.0,5,4,10,5,4,3,6,6,5,6,6,1,1,5,3,6,6,3,4,5,6,6,6,5,4,5,4,5,4,4,5,5,3,2,2,3
21834,Mysterious Mr. Sabin,1898.0,5,2,10,4,2,4,4,4,2,5,4,3,1,4,2,5,5,4,6,4,5,4,5,5,4,5,3,5,5,4,2,2,4,1,1,2
21835,Vendetta!,1886.0,5,1,5,4,3,4,6,5,5,6,5,3,1,3,1,6,5,4,5,5,6,5,6,5,4,5,4,5,5,4,5,5,5,1,1,3
21837,Mokshabhumi,2020.0,5,3,15,5,4,4,6,6,5,6,6,1,1,5,1,6,6,4,5,5,5,6,6,6,4,6,5,5,4,4,4,5,4,1,1,2
21839,Hench (novel),2020.0,5,1,10,4,4,4,6,6,6,6,5,5,6,4,2,6,6,4,6,5,6,5,5,5,4,6,4,5,5,4,4,5,4,1,1,3
21840,The Heart's Invisible Furies,2017.0,6,1,20,5,4,3,6,7,6,6,6,1,1,4,6,6,6,4,7,6,6,6,6,5,5,6,5,6,4,4,5,7,5,4,1,3
21841,The Accordion and the Fish Town,1931.0,5,1,10,4,3,3,6,6,5,5,5,2,1,4,2,6,6,3,3,3,5,5,6,5,4,5,4,5,3,4,4,5,4,1,1,3
21842,The Golden Beast,1926.0,5,1,10,3,2,2,5,5,3,5,5,3,1,3,2,6,5,3,3,5,5,5,5,5,4,5,4,5,2,4,4,3,4,2,1,2
21843,Loo (novel),2012.0,6,1,10,5,3,3,6,5,5,6,6,1,1,5,1,6,6,3,5,3,5,6,5,5,4,5,4,5,2,3,2,2,2,1,1,1
21844,Madhabi,1983.0,5,2,15,3,3,4,5,5,4,6,3,6,2,4,3,6,6,3,5,5,6,5,5,5,4,5,4,5,4,4,4,5,3,1,1,2
21845,Thunderhead (Shusterman novel),2018.0,5,3,10,4,4,4,5,5,5,6,5,5,6,5,3,6,6,4,3,5,5,5,5,5,4,6,4,5,5,5,4,5,4,2,2,3
21847,There's Trouble Brewing,1937.0,5,2,10,3,3,4,5,5,5,5,5,2,1,3,2,6,5,3,5,5,6,5,5,5,4,5,3,5,4,4,3,3,4,1,1,3
21848,The Last Graduate,2021.0,6,1,10,4,4,5,6,6,6,6,5,6,6,5,5,6,6,4,6,6,6,6,6,6,4,6,4,5,5,5,5,6,4,1,1,3
21849,De heldige tre konger,1969.0,5,2,15,4,2,3,5,5,3,5,2,6,6,5,2,6,6,3,5,6,3,3,6,6,4,6,4,5,4,5,4,3,5,4,4,3
21850,Young Mungo,2022.0,6,2,10,5,4,3,6,6,6,6,5,1,1,4,3,6,6,3,5,6,5,5,6,6,4,6,5,6,4,5,5,6,5,2,2,3
21852,Tarun Tapasi,1953.0,5,1,5,3,4,3,5,6,5,6,5,5,1,4,1,6,6,2,5,3,5,5,6,5,4,5,4,5,2,2,4,5,3,2,1,1
21854,End of Chapter,1957.0,5,1,10,3,3,4,5,5,5,5,5,1,1,3,3,5,5,3,5,5,5,5,5,5,4,5,3,5,4,5,3,3,5,4,1,3
21857,Inseparable (book),2019.0,5,2,10,4,4,5,6,6,5,6,5,1,1,2,1,5,5,3,7,2,6,5,5,5,4,5,4,5,4,4,4,4,2,1,1,1
21858,The Lifeline,1946.0,5,1,15,4,4,4,6,5,5,6,5,2,2,4,2,6,6,3,5,5,5,5,5,5,4,5,4,5,4,4,4,5,4,1,1,3
21859,Mann (novel),1957.0,5,1,10,5,4,3,6,6,6,6,5,1,1,3,1,5,5,3,5,3,5,5,5,5,4,5,4,5,4,2,5,5,2,1,1,1
21860,The Life of a Certain Woman,1921.0,5,1,5,4,3,2,6,5,5,5,5,1,1,2,5,5,4,3,3,3,5,5,5,5,3,5,4,5,2,2,5,2,3,1,1,1
21862,Hell of a Book,2021.0,6,2,10,4,4,3,6,6,5,6,5,3,1,4,2,6,6,3,5,5,6,5,6,5,4,6,4,5,4,3,5,6,4,4,3,2
21863,Pretkalpa,2007.0,5,1,10,4,4,4,6,6,6,6,6,1,1,5,1,6,6,3,5,4,5,6,6,5,4,5,4,5,5,4,4,5,2,1,1,2
21864,Head of a Traveller,1949.0,5,2,10,4,4,4,6,5,5,6,5,2,1,3,2,6,6,3,5,5,6,5,5,5,4,6,4,5,4,4,4,4,5,1,1,2
21866,Nathiya (novel),2018.0,5,1,10,5,5,4,6,6,6,6,6,1,1,4,1,6,6,3,5,5,6,6,6,5,4,5,5,5,5,4,5,5,4,1,1,1
21867,The Tutor of History,2001.0,5,3,15,4,3,3,5,5,5,6,6,1,1,5,2,6,6,3,5,3,6,6,5,5,4,5,4,5,3,4,3,3,2,1,1,1
21870,Mystery on Southampton Water,1934.0,5,2,10,3,2,2,5,3,3,5,5,1,1,3,2,5,5,3,6,4,5,5,5,5,4,5,3,5,2,5,2,2,5,1,1,3
21871,Tilled Earth,2007.0,6,3,10,5,4,3,6,5,5,6,6,1,1,5,1,6,6,3,6,3,6,6,5,5,4,5,4,5,3,2,4,1,1,1,1,1
21872,The Spy in Black (novel),1917.0,5,2,10,4,3,2,5,5,3,5,5,1,1,4,3,6,6,3,5,5,6,5,5,5,4,5,3,6,4,4,3,3,4,1,1,3
21873,Queen of the Conquered,2019.0,5,1,20,5,4,4,6,6,5,6,5,6,5,5,3,6,6,4,6,6,5,6,6,6,4,6,5,6,5,5,5,6,5,4,4,3
21874,A Crime of One's Own,1967.0,5,1,10,3,3,3,5,5,5,5,5,1,1,3,2,5,5,3,5,4,5,5,5,5,4,5,4,5,4,4,4,5,4,1,1,3
21875,The Massingham Affair,1962.0,5,1,10,4,4,4,6,5,5,6,5,1,1,3,2,5,5,3,6,5,6,5,5,5,4,5,4,5,5,4,4,5,3,2,1,2
21876,Yambunera,2020.0,5,6,13,5,4,3,6,6,6,6,6,1,1,5,1,6,6,3,5,5,6,6,6,5,4,5,5,5,3,2,5,5,3,1,1,1
